MP,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Date,TSA,TS,Player_Name,percentage_of_TS
33.0,1.0,8.0,19.0,0.421,1.0,7.0,0.143,6.0,7.0,0.857,1.0,7.0,8.0,6.0,0.0,0.0,4.0,2.0,23.0,14.7,2022-11-12,0.5208333333333334,26.0,kyle_kuzma,0.48484848484848486
34.0,1.0,4.0,13.0,0.308,1.0,7.0,0.143,0.0,1.0,0.0,1.0,10.0,11.0,3.0,0.0,0.0,4.0,1.0,9.0,2.5,2022-11-13,0.3348214285714286,14.0,kyle_kuzma,0.21719457013574664
38.0,1.0,7.0,15.0,0.467,3.0,8.0,0.375,1.0,1.0,1.0,2.0,8.0,10.0,9.0,1.0,0.0,7.0,3.0,18.0,13.2,2022-11-16,0.5829015544041452,16.0,kyle_kuzma,0.22708456534594912
40.0,1.0,9.0,24.0,0.375,2.0,12.0,0.167,1.0,3.0,0.333,0.0,8.0,8.0,5.0,1.0,0.0,4.0,2.0,21.0,9.1,2022-11-18,0.4146919431279621,27.0,kyle_kuzma,0.34105263157894733
37.0,1.0,10.0,19.0,0.526,4.0,9.0,0.444,4.0,5.0,0.8,1.0,9.0,10.0,5.0,0.0,0.0,4.0,2.0,28.0,20.4,2022-11-20,0.6603773584905661,24.0,kyle_kuzma,0.29098257135640315
39.0,1.0,13.0,27.0,0.481,2.0,13.0,0.154,5.0,7.0,0.714,0.0,7.0,7.0,1.0,1.0,0.0,0.0,1.0,33.0,21.9,2022-11-23,0.5485372340425532,34.0,kyle_kuzma,0.4755244755244755
38.0,1.0,11.0,22.0,0.5,3.0,10.0,0.3,3.0,3.0,1.0,3.0,4.0,7.0,5.0,1.0,0.0,3.0,2.0,28.0,21.0,2022-11-25,0.6003430531732419,25.0,kyle_kuzma,0.28708133971291866
30.0,1.0,9.0,16.0,0.563,4.0,7.0,0.571,1.0,2.0,0.5,1.0,7.0,8.0,9.0,0.0,0.0,0.0,4.0,23.0,22.5,2022-11-28,0.6812796208530806,18.0,kyle_kuzma,0.2796116504854369
39.0,1.0,10.0,25.0,0.4,2.0,8.0,0.25,3.0,4.0,0.75,1.0,3.0,4.0,3.0,0.0,1.0,1.0,4.0,25.0,12.9,2022-11-30,0.4671150971599402,29.0,kyle_kuzma,0.29255989911727615
32.0,1.0,6.0,14.0,0.429,2.0,5.0,0.4,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,1.0,1.0,2.0,14.0,8.8,2022-12-02,0.5,14.0,kyle_kuzma,0.1875
32.0,1.0,10.0,21.0,0.476,1.0,7.0,0.143,5.0,6.0,0.833,3.0,4.0,7.0,4.0,2.0,1.0,6.0,6.0,26.0,15.3,2022-12-04,0.5499153976311336,27.0,kyle_kuzma,0.3857142857142857
37.0,1.0,8.0,18.0,0.444,2.0,5.0,0.4,3.0,4.0,0.75,0.0,5.0,5.0,1.0,2.0,0.0,3.0,1.0,21.0,12.0,2022-12-07,0.5313765182186234,22.0,kyle_kuzma,0.24603914259086673
35.0,1.0,9.0,20.0,0.45,4.0,9.0,0.444,5.0,6.0,0.833,2.0,5.0,7.0,7.0,0.0,0.0,3.0,2.0,27.0,20.2,2022-12-09,0.5962897526501767,26.0,kyle_kuzma,0.3601731601731602
38.0,1.0,14.0,27.0,0.519,7.0,11.0,0.636,0.0,0.0,,2.0,10.0,12.0,3.0,1.0,0.0,6.0,2.0,35.0,22.4,2022-12-10,0.6481481481481481,27.0,kyle_kuzma,0.3480128893662728
39.0,1.0,8.0,21.0,0.381,4.0,10.0,0.4,0.0,4.0,0.0,2.0,5.0,7.0,3.0,0.0,1.0,4.0,2.0,20.0,7.8,2022-12-12,0.4393673110720562,25.0,kyle_kuzma,0.38461538461538464
35.0,1.0,9.0,16.0,0.563,4.0,8.0,0.5,2.0,6.0,0.333,0.0,2.0,2.0,4.0,0.0,0.0,3.0,4.0,24.0,13.6,2022-12-14,0.6437768240343348,22.0,kyle_kuzma,0.3315541601255887
39.0,1.0,8.0,18.0,0.444,1.0,6.0,0.167,0.0,0.0,,0.0,6.0,6.0,2.0,1.0,1.0,3.0,4.0,17.0,7.9,2022-12-17,0.4722222222222222,18.0,kyle_kuzma,0.27692307692307694
39.0,1.0,9.0,18.0,0.5,3.0,9.0,0.333,1.0,2.0,0.5,2.0,14.0,16.0,2.0,1.0,1.0,3.0,3.0,22.0,17.1,2022-12-18,0.5826271186440678,20.0,kyle_kuzma,0.2366863905325444
36.0,1.0,10.0,19.0,0.526,5.0,10.0,0.5,4.0,6.0,0.667,0.0,6.0,6.0,6.0,2.0,0.0,2.0,0.0,29.0,24.9,2022-12-20,0.6700554528650646,25.0,kyle_kuzma,0.32362459546925565
33.0,1.0,8.0,18.0,0.444,2.0,5.0,0.4,3.0,4.0,0.75,1.0,4.0,5.0,2.0,1.0,0.0,2.0,1.0,21.0,13.1,2022-12-22,0.5313765182186234,22.0,kyle_kuzma,0.3950617283950617
37.0,1.0,14.0,23.0,0.609,2.0,8.0,0.25,2.0,3.0,0.667,1.0,8.0,9.0,5.0,2.0,0.0,1.0,1.0,32.0,28.3,2022-12-23,0.6578947368421053,26.0,kyle_kuzma,0.34772917247144053
37.0,1.0,4.0,13.0,0.308,2.0,9.0,0.222,4.0,5.0,0.8,0.0,8.0,8.0,1.0,0.0,0.0,4.0,1.0,14.0,4.8,2022-12-27,0.4605263157894737,18.0,kyle_kuzma,0.24073558094176653
35.0,1.0,8.0,17.0,0.471,2.0,4.0,0.5,4.0,4.0,1.0,0.0,5.0,5.0,7.0,1.0,0.0,1.0,2.0,22.0,18.9,2022-12-28,0.5863539445628997,21.0,kyle_kuzma,0.36000000000000004
31.0,1.0,9.0,16.0,0.563,4.0,8.0,0.5,1.0,2.0,0.5,0.0,5.0,5.0,6.0,0.0,1.0,8.0,1.0,23.0,13.0,2022-12-30,0.6812796208530806,18.0,kyle_kuzma,0.3440860215053763
33.0,1.0,5.0,16.0,0.313,0.0,2.0,0.0,0.0,1.0,0.0,1.0,12.0,13.0,11.0,0.0,0.0,5.0,3.0,10.0,6.2,2023-01-01,0.3041362530413625,17.0,kyle_kuzma,0.32113341204250295
34.0,1.0,10.0,28.0,0.357,0.0,6.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,20.0,6.4,2023-01-03,0.3571428571428571,28.0,kyle_kuzma,0.3764705882352941
37.0,1.0,7.0,14.0,0.5,2.0,5.0,0.4,7.0,8.0,0.875,1.0,4.0,5.0,7.0,1.0,0.0,6.0,3.0,23.0,16.2,2023-01-06,0.656392694063927,22.0,kyle_kuzma,0.2548262548262548
23.0,1.0,6.0,13.0,0.462,3.0,8.0,0.375,4.0,4.0,1.0,2.0,6.0,8.0,2.0,0.0,0.0,5.0,6.0,19.0,9.5,2023-01-09,0.6436314363143631,17.0,kyle_kuzma,0.36202307009760426
37.0,1.0,9.0,20.0,0.45,1.0,4.0,0.25,2.0,3.0,0.667,0.0,4.0,4.0,3.0,0.0,0.0,2.0,3.0,21.0,10.3,2023-01-11,0.4924953095684803,23.0,kyle_kuzma,0.3352566049195263
40.0,1.0,14.0,27.0,0.519,4.0,10.0,0.4,8.0,9.0,0.889,1.0,6.0,7.0,7.0,0.0,1.0,3.0,2.0,40.0,30.6,2023-01-13,0.6459948320413437,36.0,kyle_kuzma,0.432
40.0,1.0,5.0,20.0,0.25,4.0,12.0,0.333,2.0,4.0,0.5,3.0,8.0,11.0,5.0,1.0,0.0,6.0,2.0,16.0,5.4,2023-01-16,0.3676470588235294,24.0,kyle_kuzma,0.2571428571428571
36.0,1.0,11.0,24.0,0.458,4.0,12.0,0.333,1.0,3.0,0.333,3.0,10.0,13.0,7.0,1.0,1.0,4.0,3.0,27.0,20.3,2023-01-18,0.533175355450237,27.0,kyle_kuzma,0.3157894736842105
31.0,1.0,9.0,20.0,0.45,5.0,11.0,0.455,2.0,6.0,0.333,1.0,9.0,10.0,6.0,0.0,1.0,1.0,0.0,25.0,20.3,2023-01-21,0.5521201413427562,26.0,kyle_kuzma,0.551480335837384
36.0,1.0,12.0,23.0,0.522,2.0,10.0,0.2,4.0,5.0,0.8,0.0,5.0,5.0,2.0,0.0,1.0,3.0,2.0,30.0,18.1,2023-01-24,0.5952380952380952,28.0,kyle_kuzma,0.3163841807909604
41.0,1.0,12.0,25.0,0.48,5.0,13.0,0.385,4.0,5.0,0.8,1.0,8.0,9.0,2.0,1.0,1.0,2.0,1.0,33.0,23.7,2023-01-25,0.6066176470588236,30.0,kyle_kuzma,0.3252032520325203
37.0,1.0,4.0,13.0,0.308,2.0,9.0,0.222,0.0,0.0,,0.0,9.0,9.0,5.0,1.0,1.0,2.0,2.0,10.0,7.6,2023-01-28,0.3846153846153846,13.0,kyle_kuzma,0.15193571950328708
31.0,1.0,5.0,11.0,0.455,1.0,3.0,0.333,5.0,6.0,0.833,0.0,6.0,6.0,3.0,0.0,0.0,5.0,2.0,16.0,8.0,2023-01-30,0.5865102639296187,17.0,kyle_kuzma,0.2606196103481316
36.0,1.0,4.0,11.0,0.364,0.0,5.0,0.0,4.0,4.0,1.0,1.0,10.0,11.0,6.0,0.0,1.0,2.0,3.0,12.0,11.3,2023-02-03,0.4702194357366771,15.0,kyle_kuzma,0.20833333333333331
35.0,1.0,11.0,20.0,0.55,6.0,10.0,0.6,5.0,6.0,0.833,1.0,8.0,9.0,2.0,0.0,1.0,3.0,1.0,33.0,24.8,2023-02-14,0.7287985865724381,26.0,kyle_kuzma,0.39183673469387753
34.0,1.0,6.0,21.0,0.286,4.0,13.0,0.308,0.0,0.0,,2.0,5.0,7.0,1.0,1.0,1.0,4.0,1.0,16.0,4.6,2023-02-16,0.3809523809523809,21.0,kyle_kuzma,0.29353523587652885
40.0,1.0,10.0,23.0,0.435,3.0,12.0,0.25,0.0,0.0,,0.0,5.0,5.0,3.0,1.0,0.0,4.0,3.0,23.0,10.3,2023-02-24,0.5,23.0,kyle_kuzma,0.3325301204819277
38.0,1.0,4.0,18.0,0.222,1.0,8.0,0.125,1.0,2.0,0.5,0.0,4.0,4.0,3.0,0.0,0.0,3.0,4.0,10.0,-2.7,2023-02-26,0.2648305084745763,20.0,kyle_kuzma,0.3007518796992481
36.0,1.0,10.0,26.0,0.385,2.0,7.0,0.286,6.0,7.0,0.857,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,28.0,14.3,2023-02-28,0.4814305364511692,33.0,kyle_kuzma,0.37606837606837606
34.0,1.0,10.0,24.0,0.417,4.0,9.0,0.444,6.0,8.0,0.75,1.0,4.0,5.0,5.0,1.0,0.0,3.0,0.0,30.0,19.8,2023-03-02,0.5450581395348837,32.0,kyle_kuzma,0.42221000549752613
41.0,1.0,5.0,12.0,0.417,2.0,5.0,0.4,4.0,4.0,1.0,0.0,6.0,6.0,1.0,0.0,0.0,5.0,4.0,16.0,5.5,2023-03-04,0.5813953488372093,16.0,kyle_kuzma,0.22037302725968436
34.0,1.0,9.0,20.0,0.45,3.0,8.0,0.375,2.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,23.0,14.6,2023-03-07,0.5507662835249042,22.0,kyle_kuzma,0.3697478991596639
34.0,1.0,10.0,15.0,0.667,2.0,7.0,0.286,3.0,4.0,0.75,1.0,9.0,10.0,6.0,2.0,0.0,4.0,1.0,25.0,23.3,2023-03-08,0.7458233890214796,19.0,kyle_kuzma,0.2884250474383302
39.0,1.0,7.0,12.0,0.583,1.0,3.0,0.333,2.0,4.0,0.5,0.0,5.0,5.0,3.0,0.0,0.0,4.0,1.0,17.0,9.8,2023-03-10,0.6177325581395349,16.0,kyle_kuzma,0.19118745332337564
29.0,1.0,4.0,14.0,0.286,1.0,5.0,0.2,3.0,4.0,0.75,1.0,10.0,11.0,4.0,1.0,0.0,2.0,1.0,12.0,8.5,2023-03-12,0.3807106598984772,18.0,kyle_kuzma,0.32383808095952027
24.0,1.0,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,7.0,0.3,2023-03-17,0.5,7.0,kyle_kuzma,0.16470588235294117
31.0,1.0,12.0,23.0,0.522,4.0,11.0,0.364,5.0,6.0,0.833,0.0,7.0,7.0,3.0,1.0,0.0,0.0,1.0,33.0,26.1,2023-03-18,0.6435257410296412,29.0,kyle_kuzma,0.4828303850156087
